SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotalRevenue,TotalRevenueLog,ServiceCount,ContractRiskScore,AvgMonthlySpend,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,gender_Male,TenureSegment_New,TenureSegment_Regular,SpendTier_Low,SpendTier_Medium
0,0,0,-1.1364806274806984,1,1,-1.3154358030437703,-1.1487898611598577,0,-1.1487898611598577,-1.646947069029856,1,2,-0.4061120247965399,False,True,False,False,True,True,False,False,True,False,True,False
0,0,1,1.13405932911993,1,0,0.5316884347473576,1.3958457579298118,0,1.3958457579298118,1.144618649083356,2,2,0.10858023919597591,True,False,True,False,False,True,False,True,False,False,False,True
0,1,0,1.8586997408009813,1,1,1.0465170704457523,2.64832234893339,1,2.64832234893339,1.564864689579014,3,3,0.2557226523887603,True,False,False,False,True,False,False,False,False,False,False,False
0,1,1,-0.07367469034848949,1,1,0.259199445949245,0.06988102504265245,0,0.06988102504265245,0.4122427646979579,2,3,0.040536919525843575,True,False,True,False,False,False,False,False,False,True,False,True
0,0,0,-1.233099349038172,1,0,-1.509689157803209,-1.2123797938734349,0,-1.2123797938734349,-2.0036348174115086,2,1,-0.4485988086224466,False,True,False,False,False,False,True,False,True,False,True,False
0,1,0,0.21618147432393114,1,0,6.776052358858689e-05,0.18921821994533064,0,0.18921821994533064,0.5013841740107363,4,2,-0.04136554152910009,False,False,False,True,False,True,False,True,False,True,False,True
0,0,0,-0.5567682981358573,1,1,0.9232482421799394,-0.19500938841105292,0,-0.19500938841105292,0.1849578272986864,2,2,0.21533724006770835,True,False,False,True,False,True,False,True,False,True,False,False
0,0,0,0.4094189174388782,1,0,0.6396917734446488,0.7267363051389854,0,0.7267363051389854,0.8334916044042969,3,2,0.13868593472994034,True,False,False,False,True,True,False,False,False,True,False,False
0,1,1,-0.6533870196933308,1,1,0.5507702967080098,-0.40086894845472404,1,-0.40086894845472404,-0.029892542661458094,2,3,0.11588453336512712,True,False,False,True,False,False,False,False,False,True,False,True
0,0,0,1.8586997408009813,1,1,1.5353943738776605,3.1267147097026013,0,3.1267147097026013,1.691533426852291,6,1,0.3907888280406417,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0.8925125252262459,1,0,-0.20029179006325895,0.636039615363997,0,0.636039615363997,0.7838656398023918,3,2,-0.09315012987680009,False,False,False,False,False,True,False,True,False,False,False,True
0,0,0,-0.7016963804720675,1,1,0.46719174132035346,-0.45786007505496523,1,-0.45786007505496523,-0.09738112829425478,3,3,0.10745619799288468,True,False,False,True,False,False,False,True,False,True,False,True
0,0,0,-0.8949338235870146,1,1,0.2214173592671534,-0.7216120363357629,0,-0.7216120363357629,-0.4762038726438614,6,1,0.014005893529063397,False,False,True,False,False,False,True,False,False,True,False,True
0,1,0,0.16787211354519438,1,0,0.3965888520659402,0.35543750780178146,0,0.35543750780178146,0.6148766106926913,5,1,0.07268946032012334,False,False,True,False,False,False,True,True,False,True,False,True
1,1,1,-1.2814087098169087,1,1,0.9701896226031438,-0.9948405578336356,0,-0.9948405578336356,-1.0774727263909718,3,3,0.24512036511872862,True,False,True,False,False,False,False,False,True,False,False,False
0,0,1,0.21618147432393114,0,0,-1.3192521754359006,-0.5030608428089343,1,-0.5030608428089343,-0.15393072218725262,1,3,-0.4116985847626059,False,False,False,True,False,False,False,False,False,True,True,False
0,0,1,-1.2814087098169087,1,1,-0.11785814639324127,-1.104237378671017,0,-1.104237378671017,-1.4507226198444472,3,2,-0.07256815734845115,False,False,False,False,True,True,False,True,True,False,False,True
0,1,1,-0.798315102029541,1,0,0.7679218858202311,-0.49366334177053334,0,-0.49366334177053334,-0.14193838850385693,3,2,0.1811085389654148,True,False,False,True,False,True,False,False,False,True,False,False
0,0,0,1.8586997408009813,1,1,-1.5249546473717308,0.0939044741357717,0,0.0939044741357717,0.43076191753337073,1,3,-0.46547501224569754,False,True,True,False,False,False,False,True,False,False,True,False
0,1,0,-0.5084589373571204,1,1,1.0995646466963653,-0.08802650782918908,0,-0.08802650782918908,0.2823197109691184,4,2,0.26215978508272464,True,False,False,True,False,True,False,True,False,True,False,False
0,0,0,-0.12198405112722627,1,0,0.829365481333531,0.26370777809211754,0,0.26370777809211754,0.5536588581867364,3,3,0.19741247937420442,True,False,True,False,False,False,False,False,False,True,False,False
0,1,0,-1.1364806274806984,1,0,0.8049406980238962,-0.8613675817840188,0,-0.8613675817840188,-0.7440751981659832,2,1,0.17816026933488704,True,False,False,False,True,False,True,True,True,False,False,False
0,0,0,-1.3297180705956455,1,0,0.8553168136000182,-1.0783850272445688,0,-1.0783850272445688,-1.3507561068088296,4,1,0.15000717246609174,True,False,False,False,False,False,True,False,True,False,False,False
0,1,0,1.1823686898986665,1,0,1.440366701313613,2.1781047072390862,0,2.1781047072390862,1.4247747264529311,5,1,0.36566117278463894,True,False,False,True,False,False,True,True,False,False,False,False
0,0,0,-0.2186027726846998,1,1,-0.16365461509880652,-0.2552893768441387,0,-0.2552893768441387,0.12616175527709392,4,2,-0.09191054770234489,False,False,False,True,False,True,False,False,False,True,False,True
0,1,0,-1.039861905923225,1,1,-1.3494015173337313,-1.1183468067583975,0,-1.1183468067583975,-1.509258578259742,1,3,-0.4339383414593863,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,1.8586997408009813,1,1,-0.2575373759452154,1.3332361590317943,0,1.3332361590317943,1.1188797908441708,2,2,-0.11557019609445848,False,False,False,False,True,True,False,True,False,False,True,False
0,0,1,-1.1364806274806984,1,1,-1.5459446955284482,-1.1806348983298067,0,-1.1806348983298067,-1.8115506846452236,1,3,-0.470846647889751,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.8949338235870146,1,1,1.0499518055986699,-0.5250234826446141,0,-0.5250234826446141,-0.18246427371105223,3,2,0.28042283127083567,True,False,False,False,True,True,False,False,False,True,False,False
0,1,1,-0.26691213346343656,1,0,-1.498240040626818,-0.8062633342481342,0,-0.8062633342481342,-0.6307609603552398,2,3,-0.4636827380352143,False,True,False,True,False,False,False,True,False,True,True,False
0,0,0,-1.039861905923225,1,0,-1.2826150004714487,-1.0942232160389576,1,-1.0942232160389576,-1.41094333680135,1,3,-0.39307295887392524,False,True,False,True,False,False,False,True,True,False,True,False
0,0,1,0.21618147432393114,1,0,0.8316553047688093,0.6193423168280158,0,0.6193423168280158,0.7744870257039079,4,2,0.18872832427826458,True,False,False,False,False,True,False,False,False,True,False,False
1,0,0,-0.9915525451444882,1,0,0.9064562036545656,-0.6851341312955086,0,-0.6851341312955086,-0.41561150406707087,3,1,0.20896909066850555,True,False,True,False,False,False,True,False,False,True,False,False
0,1,0,1.8586997408009813,1,1,-0.1079355781737025,1.4981905000294584,1,1.4981905000294584,1.185469437273758,6,3,-0.06899806446612937,False,False,True,False,False,False,False,False,False,False,False,True
0,1,1,-0.4118402157996469,0,0,-2.300059880213421,-1.1484578126094265,0,-1.1484578126094265,-1.6453510501107733,0,2,-0.6916707827333354,False,True,False,True,False,True,False,True,False,True,True,False
0,1,1,-0.07367469034848949,0,1,0.4423853207715055,0.13369232345651721,0,0.13369232345651721,0.4607810932063039,6,3,0.08107306658960081,True,False,False,False,True,False,False,False,False,True,False,True
0,0,1,0.4094189174388782,1,0,-1.1887322396250402,-0.33848598586890577,0,-0.33848598586890577,0.03963381874735945,2,3,-0.37688190526613957,False,True,False,False,True,False,False,False,False,True,True,False
0,1,0,-0.5567682981358573,1,0,-1.5467079700068742,-0.938397574872202,0,-0.938397574872202,-0.9243393325432303,2,1,-0.4715537788272141,False,True,False,False,True,False,True,False,False,True,True,False
0,1,1,-0.31522149424217333,1,0,1.1728389966252697,0.16918462406930015,1,0.16918462406930015,0.4869023939800638,6,3,0.2862330507917864,True,False,False,True,False,False,False,False,False,True,False,False
0,1,0,-0.8466244628082779,1,1,0.9308809869642003,-0.5116677520605937,0,-0.5116677520605937,-0.16502698397180882,5,1,0.22470903826178906,True,False,True,False,False,False,True,True,False,True,False,False
0,0,0,0.6992750821112989,1,1,1.0556763641868658,1.3039420980270644,1,1.3039420980270644,1.10663259968829,5,3,0.25548530519910256,True,False,False,True,False,False,False,True,False,True,False,False
0,1,0,-0.605077658914594,1,0,0.7900568456945876,-0.28822016006787926,0,-0.28822016006787926,0.09270043064155502,4,3,0.17738681298481912,True,False,False,True,False,False,False,False,False,True,False,False
0,0,1,-0.36353085502091015,0,0,0.09585870756606256,-0.2720077578277664,0,-0.2720077578277664,0.10929789740888048,2,3,-0.013760671393729253,True,False,False,False,True,False,False,False,False,True,False,True
0,0,1,0.5060376389963518,1,1,1.1186465086570174,1.1177155673541412,0,1.1177155673541412,1.0255076709147932,4,3,0.2729012048116036,True,False,False,False,True,False,False,True,False,True,False,False
0,1,0,0.7475844428900357,1,1,-1.384512143341331,-0.2910346668286792,0,-0.2910346668286792,0.08979407104933118,2,2,-0.4294265734882146,False,True,False,False,False,True,False,True,False,False,True,False
0,0,0,-0.7016963804720675,1,0,-0.5830739409939408,-0.7413030424375385,0,-0.7413030424375385,-0.5103148703147964,2,2,-0.19579808872872265,False,False,False,False,False,True,False,True,False,True,True,False
1,0,0,-0.4601495765783837,1,0,-1.5589203616616916,-0.9038170901201273,0,-0.9038170901201273,-0.8398412007825157,2,3,-0.4765090524420122,False,True,False,False,True,False,False,True,False,True,True,False
0,1,1,-1.474646152931856,1,0,-0.248378082204102,-1.2532692010837068,0,-1.2532692010837068,-2.311779662773716,4,3,-0.0025081138185590324,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,-0.4118402157996469,1,1,-1.4303086120468962,-0.8411705969387285,0,-0.8411705969387285,-0.701212122065459,1,2,-0.44180928021228977,False,True,False,False,True,True,False,True,False,True,True,False
0,1,1,0.022944031208984056,1,1,-0.4487376327909496,-0.1823968141065698,0,-0.1823968141065698,0.1968821229840406,4,1,-0.1645915161301725,False,False,True,False,False,False,True,False,False,True,True,False
0,1,0,-1.3780274313743823,1,1,-1.4390862685487962,-1.2672415932613856,0,-1.2672415932613856,-2.439826285348377,2,2,-0.4113083657763823,False,True,False,True,False,True,False,True,True,False,True,False
0,0,0,-1.233099349038172,1,1,1.5353943738776605,-0.8553221899214021,1,-0.8553221899214021,-0.7310739621062551,6,2,0.45868500498430315,True,False,False,True,False,True,False,False,True,False,False,False
0,1,1,1.8586997408009813,0,1,0.09051578621707994,1.6806327313498457,1,1.6806327313498457,1.2548175187579604,2,3,-0.017488516064857056,True,False,False,True,False,False,False,False,False,False,False,True
0,0,0,-0.4601495765783837,1,1,1.263287022318761,0.027447328542278857,0,0.027447328542278857,0.37877098783142576,6,3,0.3122722944036425,True,False,True,False,False,False,False,False,False,True,False,False
1,0,0,-0.6533870196933308,1,0,1.354879959729891,-0.18276048632847094,1,-0.18276048632847094,0.1965400530330835,5,2,0.3375700822598026,True,False,False,False,True,True,False,False,False,True,False,False
0,1,0,-0.2186027726846998,1,1,0.6587736354053009,0.06451554211663335,1,0.06451554211663335,0.4080648286135813,3,3,0.13226178193426613,True,False,False,False,True,False,False,False,False,True,False,False
0,1,0,0.3128001958814047,1,0,0.10120162891504518,0.3296747567778307,0,0.3296747567778307,0.5980156312992534,5,1,-0.01204188168501213,False,False,False,True,False,False,True,True,False,True,False,True
0,1,1,-0.7016963804720675,1,0,0.9556874075130484,-0.34961224761431486,0,-0.34961224761431486,0.027542892179836045,4,2,0.22327003526255576,True,False,False,False,True,True,False,True,False,True,False,False
0,1,0,-0.4118402157996469,1,0,0.9946144059127786,0.01012282718881595,0,0.01012282718881595,0.36481508831239406,3,2,0.2503947660072519,True,False,False,False,False,True,False,True,False,True,False,False
0,1,0,-1.3780274313743823,0,1,-2.2325100888727127,-1.327442522515797,1,-1.327442522515797,-3.2621925342441958,0,3,-0.6560613829795128,False,True,False,True,False,False,False,True,True,False,True,False
0,0,0,-1.3780274313743823,1,0,0.14432663694611886,-1.1611757991521419,0,-1.1611757991521419,-1.7081515397114408,4,2,0.019912936814739976,False,False,False,False,False,True,False,False,True,False,False,True
0,1,0,-1.1847899882594353,1,0,0.6671696546679878,-0.9212101094284411,0,-0.9212101094284411,-0.8815515020509981,3,1,0.16084627547215452,True,False,False,False,False,False,True,False,True,False,False,False
0,0,0,1.8586997408009813,1,1,-0.06366565842498965,1.5339147075663526,0,1.5339147075663526,1.19938789878998,4,2,-0.058911924958291007,False,False,False,False,True,True,False,False,False,False,False,True
0,0,1,-1.3780274313743823,0,1,-2.199307649061178,-1.3247597810527876,0,-1.3247597810527876,-3.2095310818842133,0,1,-0.6451544239744004,False,True,False,False,True,False,True,True,True,False,True,False
0,0,0,-0.17029341190596303,1,1,0.001975946719653693,-0.14210298604230967,0,-0.14210298604230967,0.23415506332802077,3,3,-0.04156816969246671,False,False,False,True,False,False,False,True,False,True,False,True
0,1,0,1.8586997408009813,1,1,1.1094872149159047,2.7006806076633256,0,2.7006806076633256,1.5794407501603367,4,3,0.2705051413044974,True,False,False,True,False,False,False,False,False,False,False,False
0,1,1,-1.233099349038172,1,0,1.0751398633867306,-0.9200558454197983,0,-0.9200558454197983,-0.8787352347614,3,2,0.2941967062357889,True,False,False,True,False,True,False,True,True,False,False,False
0,1,0,1.8586997408009813,1,1,0.597330039892001,2.1830643530479112,0,2.1830643530479112,1.4263467586941834,3,2,0.12436474756212738,True,False,True,False,False,True,False,False,False,False,False,True
0,0,0,-0.07367469034848949,1,1,-1.491752207560196,-0.7161674942310694,0,-0.7161674942310694,-0.46695117798356534,1,2,-0.45880064558480466,False,True,False,False,True,True,False,True,False,True,True,False
0,0,1,-0.4118402157996469,0,0,0.08631777658573649,-0.32044468129546405,0,-0.32044468129546405,0.05896839822343965,1,3,-0.018396417427578006,True,False,False,True,False,False,False,False,False,True,False,True
0,0,0,-1.4263367921531191,1,0,-1.5245730101325177,-1.2902320024198293,0,-1.2902320024198293,-2.6883588619345167,1,3,-0.41034945336876183,False,True,False,False,False,False,False,False,True,False,True,False
1,1,1,0.9891312467837194,0,1,-0.6521502812915017,0.35644419467689914,0,0.35644419467689914,0.6155303769262885,3,2,-0.22763725546031932,False,False,True,False,False,True,False,False,False,False,True,False
0,0,0,-0.9432431843657514,1,0,1.3399961074005824,-0.5482774223986382,0,-0.5482774223986382,-0.21348215342013388,5,3,0.3297235308509186,True,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0.6026563605538253,1,1,-1.3020784996713137,-0.29550414572972467,0,-0.29550414572972467,0.08516330898703439,1,1,-0.40185386676007745,False,True,True,False,False,False,True,True,False,True,True,False
0,1,1,0.36110955666014144,1,0,-1.54365487209317,-0.5645267189221324,0,-0.5645267189221324,-0.2356735241187389,2,3,-0.4766220731849733,False,True,True,False,False,False,False,False,False,True,True,False
0,0,0,-1.2814087098169087,1,1,-1.3078030582595095,-1.2203963945909941,0,-1.2203963945909941,-2.057787297986705,2,1,-0.4098941039014561,False,True,True,False,False,False,True,False,True,False,True,False
0,0,1,-1.2814087098169087,0,1,0.6362570382917312,-1.0239079825261657,0,-1.0239079825261657,-1.1652527334209295,4,1,0.16070852269212937,True,False,True,False,False,False,True,True,True,False,False,False
0,1,0,0.457728278217615,0,0,-0.5067464931513325,0.09639747356996334,1,0.09639747356996334,0.4326664444490886,3,2,-0.18305158213409775,False,False,False,False,True,True,False,False,False,True,True,False
1,1,0,-0.798315102029541,1,0,-1.463511051858431,-1.029853232762462,0,-1.029853232762462,-1.1840785620110221,1,2,-0.46004872066020114,False,True,False,True,False,True,False,False,False,True,True,False
1,0,1,-0.31522149424217333,1,1,1.0198024637008392,0.10201067525582824,0,0.10201067525582824,0.4369429330811253,6,2,0.23565850647098427,True,False,False,False,True,True,False,False,False,True,False,False
0,0,0,1.2789874114561401,1,0,1.0075900720460222,1.9390666452118286,0,1.9390666452118286,1.3462912918808112,6,3,0.24306988947827832,True,False,False,True,False,False,False,False,False,False,False,False
0,0,1,0.7475844428900357,1,1,-1.438704631309583,-0.3379062185586286,0,-0.3379062185586286,0.040260319631051325,2,3,-0.4488715809924173,False,True,False,False,False,False,False,True,False,False,True,False
1,0,0,-0.36353085502091015,1,0,1.12017305761387,0.0952484801732324,1,0.0952484801732324,0.4317890698048577,5,3,0.2733773456367339,True,False,False,True,False,False,False,False,False,True,False,False
0,0,0,0.6509657213325621,1,1,-0.5124710517395278,0.22454186097694218,0,0.22454186097694218,0.5264750768831831,3,2,-0.18715469739108337,False,False,False,True,False,True,False,False,False,True,True,False
0,0,0,-0.26691213346343656,1,1,-1.767675931511226,-0.9264385564447584,0,-0.9264385564447584,-0.8943969584267677,1,3,-0.5509299918506673,False,True,True,False,False,False,False,False,False,True,True,False
0,0,1,-0.2186027726846998,1,1,1.5353943738776605,0.4274129840667303,1,0.4274129840667303,0.6606910678595931,5,3,0.38664049895174507,True,False,True,False,False,False,False,False,False,True,False,False
0,1,1,1.085749968341193,1,0,-0.22242674993761538,0.7645740280524349,0,0.7645740280524349,0.8535674728660627,3,2,-0.10287376895401168,False,False,False,False,False,True,False,True,False,False,False,True
0,1,0,0.6026563605538253,1,0,0.20882333037312303,0.6644218605080179,0,0.6644218605080179,0.7996310038718023,4,1,0.022350162812636545,False,False,False,False,False,False,True,True,False,True,False,True
0,0,0,-0.26691213346343656,1,0,0.9278278890504961,0.1221180596986212,0,0.1221180596986212,0.4521304950668151,4,1,0.21032248229789932,True,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1.4722248545710872,1,0,-0.541093844680506,0.7862625960687107,0,0.7862625960687107,0.8649161179843596,3,3,-0.1934373731177467,False,False,False,True,False,False,False,True,False,False,True,False
0,0,0,-0.8949338235870146,1,1,-0.5044566697160541,-0.8585899693066003,0,-0.8585899693066003,-0.7380830720087479,2,3,-0.1716266916601081,False,False,False,False,False,False,False,False,False,True,True,False
0,1,1,-0.9432431843657514,1,1,1.1793268296918915,-0.570482510382252,0,-0.570482510382252,-0.24391765862385972,5,2,0.29748172739278045,True,False,False,True,False,True,False,False,False,True,False,False
0,1,0,-0.7016963804720675,1,1,-0.0018404256724765193,-0.605326525729907,0,-0.605326525729907,-0.2933936396690685,4,2,-0.050317458301210524,False,False,True,False,False,True,False,False,False,True,False,True
0,1,0,-0.8466244628082779,1,1,-1.3974878094745746,-1.0234757923494138,0,-1.0234757923494138,-1.163896343260363,1,3,-0.42554339368224414,False,True,True,False,False,False,False,False,False,True,True,False
0,1,0,1.8586997408009813,1,0,-1.632957986069022,-0.02694011577362682,0,-0.02694011577362682,0.3343668961290347,2,3,-0.49959348475022924,False,True,False,False,False,False,False,False,False,False,True,False
0,0,0,1.8586997408009813,0,1,0.018767985245028037,1.6386048719666657,0,1.6386048719666657,1.239215508695201,2,2,-0.02935438747758998,True,False,False,False,False,True,False,False,False,False,False,True
0,1,0,-0.025365329569752716,1,1,-0.29875419778022394,-0.15085747242749428,0,-0.15085747242749428,0.22616082792187409,2,1,-0.12340867327333507,False,False,False,False,True,False,True,True,False,True,True,False
0,0,1,0.8442031644475092,1,0,-0.2361656905492849,0.5660458891778135,0,0.5660458891778135,0.7440194805032115,2,3,-0.10557150259158722,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,0.7958938036687724,1,0,0.2767547589530447,0.8762266707879854,0,0.8762266707879854,0.9108096734711577,1,3,0.036074092967305384,True,False,False,True,False,False,False,False,False,False,False,True
0,0,0,-1.4263367921531191,1,1,0.0962403448052758,-1.2119001681894785,1,-1.2119001681894785,-2.000475770109241,3,3,-0.012266877892386754,False,False,True,False,False,False,False,False,True,False,False,True
0,1,0,-0.31522149424217333,0,0,-1.0223384033281533,-0.6497999490400739,0,-0.6497999490400739,-0.35986350131564915,1,3,-0.33037163483995147,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.5060376389963518,1,1,-0.1014477451070807,0.362067937586587,0,0.362067937586587,0.6191756246128983,4,2,-0.0762081702024523,False,False,False,True,False,True,False,True,False,True,False,True
0,0,1,-0.7016963804720675,1,1,-0.018250826958637084,-0.5994445228365499,0,-0.5994445228365499,-0.28488813553081477,5,2,-0.04402433129795043,False,False,False,False,True,True,False,True,False,True,False,True
0,0,0,1.6654622976860343,1,1,1.0427006980536222,2.4123675948744245,1,2.4123675948744245,1.4967380148587155,4,3,0.25213990465772906,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,-0.605077658914594,1,1,0.874780312799883,-0.2551945058297298,0,-0.2551945058297298,0.12625673712963403,4,3,0.20935566186031454,True,False,False,True,False,False,False,True,False,True,False,False
1,1,0,0.36110955666014144,1,0,0.018767985245028037,0.3250524301313486,0,0.3250524301313486,0.5949636451370073,4,2,-0.03556417682149881,False,False,False,False,False,True,False,True,False,True,False,True
0,0,0,-1.5712648744893294,1,1,0.7499849355772181,-1.3389851626022236,0,-1.3389851626022236,-3.5218049326880294,3,2,0.015027304883176842,True,False,False,False,False,True,False,True,True,False,False,False
0,1,1,-0.798315102029541,1,0,1.1300956258334087,-0.42944093562756297,0,-0.42944093562756297,-0.06322343262584805,6,1,0.25790346296708716,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,-1.039861905923225,0,1,-1.3081846954987224,-1.1030620322147278,0,-1.1030620322147278,-1.4459805839927984,0,3,-0.4080459207694503,False,False,False,False,True,False,False,True,True,False,True,False
0,1,0,0.7475844428900357,1,0,0.9762958184305524,1.3019550773363877,0,1.3019550773363877,1.1057970427425166,4,3,0.23143692230288454,True,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1.3756061330136136,0,0,-0.8620507628586752,0.43809651441156416,1,0.43809651441156416,0.6673358193426283,2,3,-0.2853633689395745,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,-1.0881712667019616,1,0,0.17867398847529295,-0.9061045356897662,0,-0.9061045356897662,-0.8452395858762008,5,2,-0.0009367117353078011,False,False,True,False,False,True,False,False,True,False,False,True
0,0,0,0.9408218860049827,1,1,-1.4409944547448614,-0.24885395970006266,0,-0.24885395970006266,0.13258665770472738,2,3,-0.4474419884996243,False,True,True,False,False,False,False,False,False,False,True,False
0,0,0,-0.7500057412508043,1,1,-0.09381500032281974,-0.6560034592600391,0,-0.6560034592600391,-0.3694540313096976,2,3,-0.06131664632811495,False,False,False,False,False,False,False,True,False,True,False,True
0,1,1,-0.9432431843657514,1,1,-1.3379524001573397,-1.0478998079478155,0,-1.0478998079478155,-1.2432239688355846,1,3,-0.3957285263555236,False,True,True,False,False,False,False,False,False,True,True,False
0,1,1,1.8586997408009813,1,1,1.209857808828935,2.8034417281039894,0,2.8034417281039894,1.6075130635206614,5,3,0.2995180451086172,True,False,False,False,False,False,False,False,False,False,False,False
